m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
558,Nicaragua,,23520,Refined sugar,2005,0.69,0.69%,1722,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
558,Nicaragua,,23520,Refined sugar,2004,0.62,0.62%,1803,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
558,Nicaragua,,23520,Refined sugar,2003,0.58,0.58%,2154,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
558,Nicaragua,,23520,Refined sugar,2002,0.83,0.83%,1744,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
558,Nicaragua,,23520,Refined sugar,2001,0.52,0.52%,1303,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
558,Nicaragua,,23520,Refined sugar,2000,3.13,3.13%,9196,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
586,Pakistan,Northern region,1371,"Almonds, in shell",2003,6.1,6.10%,,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,Literature Review,Asian Productivity Organization and Food and Agriculture Organization of the United Nations,,
586,Pakistan,Northern region,1376,"Walnuts, in shell",2003,6.7,6.70%,,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,Literature Review,Asian Productivity Organization and Food and Agriculture Organization of the United Nations,,
586,Pakistan,Northern Areas,1371,"Almonds, in shell",2001,6.1,6.1,121000,,Whole supply chain,,"Levels of postharvest losses in fruits owing to
improper harvesting, handling, grading, packing, transportation and storage",,,"Study on Crop Production and Marketing in Northern Areas Development of Agriculture, Northern Areas",http://www.apo-tokyo.org/00e-books/AG-18_PostHarvest/AG-18_PostHarvest.pdf,
586,Pakistan,Northern Areas,1376,"Walnuts, in shell",2001,6.7,6.7,439000,,Whole supply chain,,"Levels of postharvest losses in fruits owing to
improper harvesting, handling, grading, packing, transportation and storage",,,"Study on Crop Production and Marketing in Northern Areas Development of Agriculture, Northern Areas",http://www.apo-tokyo.org/00e-books/AG-18_PostHarvest/AG-18_PostHarvest.pdf,
591,Panama,,1802,Sugar cane,2017,0.91,0.91%,24445,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2016,0.91,0.91%,24197,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2015,1,1%,23808,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2014,1.04,1.04%,24822,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2012,5.01,5.01%,89,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,2351f,Raw cane or beet sugar (centrifugal only),2012,0.63,0.63%,1085,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23520,Refined sugar,2012,0.96,0.96%,438,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2011,1,1%,22639,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2011,4.97,4.97%,84,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,2351f,Raw cane or beet sugar (centrifugal only),2011,0.57,0.57%,947,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23520,Refined sugar,2011,0.94,0.94%,453,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2010,1,1%,22290,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2010,5.01,5.01%,189,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,2351f,Raw cane or beet sugar (centrifugal only),2010,0.74,0.74%,1133,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23520,Refined sugar,2010,1.08,1.08%,438,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2009,1,1%,19139,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2009,5.01,5.01%,188,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,2351f,Raw cane or beet sugar (centrifugal only),2009,0.7,0.70%,995,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23520,Refined sugar,2009,1.05,1.05%,408,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2008,1,1%,17749,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2008,5.01,5.01%,189,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,2351f,Raw cane or beet sugar (centrifugal only),2008,0.58,0.58%,838,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23520,Refined sugar,2008,0.92,0.92%,399,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2007,1,1%,17247,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2007,4.99,4.99%,226,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,2351f,Raw cane or beet sugar (centrifugal only),2007,0.51,0.51%,808,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23520,Refined sugar,2007,0.9,0.90%,420,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2006,2.81,2.81%,49758,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2006,5,5%,230,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2005,2.81,2.81%,49606,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2005,5,5%,229,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2004,2.81,2.81%,49140,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2004,5,5%,227,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2003,2.81,2.81%,44156,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2003,5,5%,201,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2002,2.81,2.81%,44977,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2002,5,5%,220,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2001,2.81,2.81%,42958,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2001,5.04,5.04%,159,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,1802,Sugar cane,2000,2.81,2.81%,50236,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
591,Panama,,23511.02,"Cane sugar, non-centrifugal",2000,4.99,4.99%,244,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,1801,Sugar beet,2018,0.1,0.10%,15000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,1801,Sugar beet,2017,0.1,0.10%,15000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,1801,Sugar beet,2016,0.1,0.10%,14000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,1801,Sugar beet,2015,0.01,0.01%,1000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
616,Poland,,1801,Sugar beet,2014,0.1,0.10%,14000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
642,Romania,,1801,Sugar beet,2016,1.12,1.12%,11356,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
642,Romania,,1801,Sugar beet,2015,0.34,0.34%,3532,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
642,Romania,,1801,Sugar beet,2014,0.86,0.86%,11988,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
752,Sweden,,1801,Sugar beet,2013,1.5,1.50%,,Layering,Farm,,,,Expert Opinion,"Hartikainen et al., 2014",,Expanded from loss factor 21097 based on the period_years.
752,Sweden,,1801,Sugar beet,2013,3.5,3.50%,,Harvesting,Harvest,,,,Expert Opinion,"Hartikainen et al., 2014",,Expanded from loss factor 21096 based on the period_years.
752,Sweden,,1801,Sugar beet,2012,1.5,1.50%,,Layering,Farm,,,,Expert Opinion,"Hartikainen et al., 2014",,Expanded from loss factor 21097 based on the period_years.
752,Sweden,,1801,Sugar beet,2012,3.5,3.50%,,Harvesting,Harvest,,,,Expert Opinion,"Hartikainen et al., 2014",,Expanded from loss factor 21096 based on the period_years.
752,Sweden,,1801,Sugar beet,2011,3.5,3.50%,,Harvesting,Harvest,,,,Expert Opinion,"Hartikainen et al., 2014",,Expanded from loss factor 21096 based on the period_years.
752,Sweden,,1801,Sugar beet,2011,1.5,1.50%,,Layering,Farm,,,,Expert Opinion,"Hartikainen et al., 2014",,Expanded from loss factor 21097 based on the period_years.
818,Egypt,,1801,Sugar beet,2018,0.74,0.74%,77000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
818,Egypt,,1801,Sugar beet,2017,0.75,0.75%,81000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
818,Egypt,,1801,Sugar beet,2016,0.75,0.75%,84000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
818,Egypt,,1801,Sugar beet,2015,0.75,0.75%,90000,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,,
840,United States of America,,21432,Grapefruit juice,2019,47.9738,47.9738,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21397.01,Canned mushrooms,2018,35,35,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21431.01,Orange juice,2018,48.7721,48.7721,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21432,Grapefruit juice,2018,45.8415,45.8415,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21433,Pineapple juice,2018,41.3333,41.3333,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21434,Grape juice,2018,19.0909,19.0909,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21435.01,Apple juice,2018,26.6667,26.6667,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21412,"Plums, dried",2018,15.1,15.10%,,Retailing,Retail,,,,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit and vegetables during retail and in consumers homes: Quantifications, causes, and means of prevention",, Reference has been generated automatically
840,United States of America,,21412,"Plums, dried",2018,15.1,15.10%,,Retailing,Retail,,,,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit and vegetables during retail and in consumers homes: Quantifications, causes, and means of prevention",, Reference has been generated automatically
840,United States of America,,21397.01,Canned mushrooms,2017,35,35,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21431.01,Orange juice,2017,47.7591,47.7591,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21432,Grapefruit juice,2017,47.6184,47.6184,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21433,Pineapple juice,2017,41.3333,41.3333,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21434,Grape juice,2017,19.0909,19.0909,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21435.01,Apple juice,2017,26.6667,26.6667,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21397.01,Canned mushrooms,2016,35,35,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21431.01,Orange juice,2016,46.3559,46.3559,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21432,Grapefruit juice,2016,46.601,46.601,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21433,Pineapple juice,2016,41.3333,41.3333,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21434,Grape juice,2016,19.0909,19.0909,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21435.01,Apple juice,2016,26.6667,26.6667,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21397.01,Canned mushrooms,2015,35,35,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21431.01,Orange juice,2015,43.7021,43.7021,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21432,Grapefruit juice,2015,46.7764,46.7764,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21433,Pineapple juice,2015,41.3333,41.3333,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21434,Grape juice,2015,19.0909,19.0909,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21435.01,Apple juice,2015,26.6667,26.6667,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21397.01,Canned mushrooms,2014,35,35,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21431.01,Orange juice,2014,41.2515,41.2515,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21432,Grapefruit juice,2014,44.406,44.406,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21433,Pineapple juice,2014,41.3333,41.3333,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21434,Grape juice,2014,19.0909,19.0909,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21435.01,Apple juice,2014,26.6667,26.6667,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21397.01,Canned mushrooms,2013,35,35,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21431.01,Orange juice,2013,39.518,39.518,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21432,Grapefruit juice,2013,41.5846,41.5846,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21433,Pineapple juice,2013,41.3333,41.3333,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21434,Grape juice,2013,19.0909,19.0909,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21435.01,Apple juice,2013,26.6667,26.6667,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21397.01,Canned mushrooms,2012,35,35,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21431.01,Orange juice,2012,40.0592,40.0592,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21432,Grapefruit juice,2012,39.1931,39.1931,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21433,Pineapple juice,2012,41.3333,41.3333,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21434,Grape juice,2012,19.0909,19.0909,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21435.01,Apple juice,2012,26.6667,26.6667,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21397.01,Canned mushrooms,2011,35,35,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21431.01,Orange juice,2011,41.4297,41.4297,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21432,Grapefruit juice,2011,39.7023,39.7023,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
